OrderID,OrderLineNo,OrderDate,ShipDate,ShipMode,OrderStatus,PaymentMethod,Quantity,Discount,LineTotal,CustomerID,CustomerName,CustomerEmail,CustomerPhone,CustomerAddress,CustomerCity,CustomerState,CustomerZip,CustomerCountry,CustomerSegment,CustomerJoinDate,ProductID,ProductName,ProductCategory,ProductSubCategory,ProductBrand,ProductUnitPrice,ProductWeightKg,SupplierName,SupplierCountry,SalesPersonID,SalesPersonName,SalesPersonEmail,SalesPersonRegion,SalesPersonRegionManager,SalesPersonHireDate,StoreID,StoreCity,StoreState,StoreRegion
ORD-1300,3,15-02-2025,27-02-2025,Standard Class,Shipped,Store Credit,10,0.05,2479.59,CUST-0017,Gabriel Juarez,aramirez@example.com,270-580-5310,92327 Anne Forge,North Jorge,Massachusetts,61453,United States,Small Business,30-01-2024,PROD-0012,Voltura Paper 385,Office Supplies,Paper,Falcon,261.01,5.38,Peterson and Sons,Uruguay,SP-012,Steven Klein,davidtodd@rush.com,South,Kevin Thompson,08-06-2023,ST-01,Rodriguezberg,Georgia,North
ORD-1301,2,09-05-2025,20-05-2025,Second Class,Processing,Credit Card,10,0,2579.3,CUST-0041,Helen Hardin,vortiz@example.net,+1-705-315-1864x492,4629 Kyle Lane,Ritterhaven,North Dakota,84844,United States,Home Office,16-07-2024,PROD-0059,Pinecrest Vacuum 488,Appliances,Vacuums,Argon,257.93,13.14,Kelly-Combs,Tanzania,SP-013,Jay Mcneil,oharris@flowers.com,South,Kevin Thompson,18-01-2024,ST-04,Armstrongfort,Arizona,West
ORD-1302,3,14-04-2026,25-04-2026,First Class,Cancelled,Credit Card,2,0.2,764.74,CUST-0031,Tracy Ballard,christopher60@example.com,-11121,859 Deborah Roads,Port Erica,Utah,61353,United States,Small Business,16-02-2025,PROD-0023,Argon Storage 344,Office Supplies,Storage,Pinecrest,477.96,26.9,Meza-Elliott,Mongolia,SP-006,Matthew Lawson,gmoore@harris-lee.net,North,Tanya Buchanan,30-11-2022,ST-03,Natalieview,Missouri,South
ORD-1303,1,08-03-2026,14-03-2026,Standard Class,Delivered,Bank Transfer,5,0.2,3238.68,CUST-0034,Karen Strickland,hayesjeffrey@example.net,3849700766,15921 Joshua Roads Suite 698,Lake Robert,Delaware,39153,United States,Home Office,07-11-2022,PROD-0014,Meridian Fan 578,Appliances,Fans,Nova,809.67,39.37,Guzman Inc,Malta,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-02,North Annaville,Maine,Central
ORD-1304,2,18-11-2025,25-11-2025,Same Day,Delivered,Bank Transfer,8,0.05,4174.07,CUST-0057,Breanna Gilbert,johnsantiago@example.net,230.416.5712,773 Morris Rue Apt. 193,Port Amanda,Oklahoma,70644,United States,Home Office,10-04-2024,PROD-0047,Falcon Laptop 725,Electronics,Laptops,Zenith,549.22,35.46,Meza-Elliott,Mongolia,SP-007,Deborah Campbell,codylong@larsen.biz,South,Kevin Thompson,09-02-2019,ST-03,Natalieview,Missouri,South
ORD-1305,1,06-03-2026,09-03-2026,First Class,Delivered,PayPal,8,0,3158.32,CUST-0074,Kelly Bailey,kimheather@example.com,440-410-5123,673 Soto Ferry Suite 609,West Larry,New Jersey,26364,United States,Home Office,30-10-2022,PROD-0042,Pinecrest Accessorie 782,Electronics,Accessories,Meridian,394.79,27.92,Peterson and Sons,Uruguay,SP-013,Jay Mcneil,oharris@flowers.com,South,Kevin Thompson,18-01-2024,ST-04,Armstrongfort,Arizona,West
ORD-1306,3,22-10-2024,25-10-2024,Standard Class,Returned,Credit Card,7,0,751.52,CUST-0034,Karen Strickland,hayesjeffrey@example.net,3849700766,15921 Joshua Roads Suite 698,Lake Robert,Delaware,39153,United States,Home Office,07-11-2022,PROD-0007,Voltura Binder 999,Office Supplies,Binders,Zenith,107.36,19.49,Kelly-Combs,Tanzania,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-06,Williamsmouth,Vermont,East
ORD-1307,3,22-12-2025,03-01-2026,Second Class,Returned,Bank Transfer,1,0.05,48.18,CUST-0044,Jennifer Sanders,joe15@example.org,4519522047,010 Lewis Drive Suite 143,Port Shannon,Minnesota,39973,United States,Consumer,11-03-2021,PROD-0039,Pinecrest Paper 282,Office Supplies,Paper,Pinecrest,50.72,23.9,Thompson PLC,Ghana,SP-010,Dennis Hood,hernandezheather@miller.net,Central,Zachary Sanford,25-01-2021,ST-08,Andrewport,Maryland,Central
ORD-1308,3,12-09-2024,16-09-2024,First Class,Processing,PayPal,4,0.05,2324.38,CUST-0021,Christopher Smith,joshuamccann@example.net,627-910-9477x7520,67190 Edward Port,Tinaborough,Maine,40325,United States,Consumer,03-01-2021,PROD-0004,Pinecrest Kitchen 612,Appliances,Kitchen,Crestline,611.68,4.35,Yu-Brooks,Western Sahara,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-06,Williamsmouth,Vermont,East
ORD-1309,2,20-06-2026,30-06-2026,Second Class,Delivered,PayPal,9,0.2,772.99,CUST-0031,Tracy Ballard,christopher60@example.com,-11121,859 Deborah Roads,Port Erica,Utah,61353,United States,Small Business,16-02-2025,PROD-0007,Voltura Binder 999,Office Supplies,Binders,Zenith,107.36,19.49,Kelly-Combs,Tanzania,SP-001,Lance Mccall,daniellegarcia@taylor-mcgee.com,North,Tanya Buchanan,30-08-2020,ST-07,North Julie,Louisiana,South
ORD-1310,1,25-11-2024,06-12-2024,Standard Class,Delivered,Debit Card,10,0.05,2358.85,CUST-0001,Brian Yang,garzaanthony@example.org,538.990.8386,26542 Susan Junction Apt. 161,North Judithbury,Iowa,47553,United States,Consumer,26-10-2024,PROD-0028,Voltura Bookcase 834,Furniture,Bookcases,Argon,248.3,25.41,Copeland Group,Mauritius,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-05,West Richard,South Carolina,East
ORD-1311,2,01-06-2025,09-06-2025,Same Day,Cancelled,PayPal,2,0,1499.34,CUST-0022,Rachel Perez,chayes@example.com,001-564-699-0913,32812 Ricky Spurs,North Angela,Nebraska,78333,United States,Corporate,07-12-2022,PROD-0041,Meridian Phone 171,Electronics,Phones,Argon,749.67,26.57,Thompson-Johnson,Azerbaijan,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-02,North Annaville,Maine,Central
ORD-1312,2,06-10-2025,09-10-2025,Second Class,Cancelled,Credit Card,6,0.05,2250.3,CUST-0012,Victor Baker,carlsonmichael@example.com,(798)816-9340x60883,595 Jennifer Hills,Sheilaville,Kentucky,66970,United States,Consumer,16-02-2022,PROD-0042,Pinecrest Accessorie 782,Electronics,Accessories,Meridian,394.79,27.92,Peterson and Sons,Uruguay,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-07,North Julie,Louisiana,South
ORD-1313,1,10-03-2026,14-03-2026,Second Class,Delivered,Credit Card,5,0.1,4482.32,CUST-0034,Karen Strickland,hayesjeffrey@example.net,3849700766,15921 Joshua Roads Suite 698,Lake Robert,Delaware,39153,United States,Home Office,07-11-2022,PROD-0029,Nova Label 194,Office Supplies,Labels,Meridian,996.07,1.86,Copeland Group,Mauritius,SP-008,Lori Castillo,johnsongeorge@rowland-wells.com,South,Kevin Thompson,07-06-2020,ST-05,West Richard,South Carolina,East
ORD-1314,1,09-12-2025,19-12-2025,Same Day,Returned,Bank Transfer,4,0.1,1720.66,CUST-0086,Elizabeth Dean,frichardson@example.org,001-883-620-6038x5050,83670 Jennifer Course,Smithborough,Maine,6255,United States,Home Office,10-03-2025,PROD-0023,Argon Storage 344,Office Supplies,Storage,Pinecrest,477.96,26.9,Meza-Elliott,Mongolia,SP-013,Jay Mcneil,oharris@flowers.com,South,Kevin Thompson,18-01-2024,ST-07,North Julie,Louisiana,South
ORD-1315,2,11-12-2024,21-12-2024,Standard Class,Cancelled,Credit Card,4,0.05,2130.51,CUST-0069,David Jones,unovak@example.org,+1-647-573-5866x2961,42626 Ward Course,New Juliestad,Arkansas,1181,United States,Consumer,18-04-2025,PROD-0044,Voltura Accessorie 540,Electronics,Accessories,Argon,560.66,17.74,Copeland Group,Mauritius,SP-014,Andrea Hughes,rarnold@ellis.org,West,Tiffany Fry,09-02-2022,ST-08,Andrewport,Maryland,Central
ORD-1316,1,05-05-2025,07-05-2025,Second Class,Shipped,Debit Card,8,0,6349.92,CUST-0065,Kristen Rowe,powens@example.com,245-587-7175x3556,48996 Hernandez Isle,Rochaborough,Montana,30650,United States,Small Business,25-06-2022,PROD-0037,Voltura Fan 328,Appliances,Fans,Nova,793.74,16,Copeland Group,Mauritius,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-03,Natalieview,Missouri,South
ORD-1317,3,20-04-2025,24-04-2025,First Class,Processing,Credit Card,3,0.2,595.92,CUST-0006,Michael Lewis,jenniferkhan@example.net,337.263.1165x6670,513 James Mission Apt. 624,North Micheleland,North Carolina,61138,United States,Corporate,31-10-2021,PROD-0028,Voltura Bookcase 834,Furniture,Bookcases,Argon,248.3,25.41,Copeland Group,Mauritius,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-07,North Julie,Louisiana,South
ORD-1318,2,22-08-2024,31-08-2024,Same Day,Delivered,Store Credit,6,0.2,783.79,CUST-0012,Victor Baker,carlsonmichael@example.com,(798)816-9340x60883,595 Jennifer Hills,Sheilaville,Kentucky,66970,United States,Consumer,16-02-2022,PROD-0025,Voltura Laptop 618,Electronics,Laptops,Pinecrest,163.29,14.03,Peterson and Sons,Uruguay,SP-009,John Guerrero,maypaul@mcclure-wood.info,North,Tanya Buchanan,07-11-2018,ST-07,North Julie,Louisiana,South
ORD-1319,1,14-12-2025,16-12-2025,Standard Class,Delivered,Store Credit,7,0,8200.99,CUST-0076,James Lopez,angelaburns@example.org,(557)890-5072,7677 Christopher Burgs Apt. 404,New Paul,Rhode Island,29971,United States,Corporate,09-04-2023,PROD-0034,Voltura Vacuum 985,Appliances,Vacuums,Crestline,1171.57,32.45,"Yu, Banks and Thompson",Monaco,SP-013,Jay Mcneil,oharris@flowers.com,South,Kevin Thompson,18-01-2024,ST-07,North Julie,Louisiana,South
ORD-1320,3,05-04-2026,12-04-2026,Same Day,Returned,Store Credit,5,0.05,2578.44,CUST-0013,Jason Bentley,christinaturner@example.net,9449369957,721 Robertson Roads,Nguyenport,Oklahoma,81668,United States,Corporate,05-04-2022,PROD-0051,Crestline Heater 861,Appliances,Heaters,Falcon,542.83,30.1,"Yu, Banks and Thompson",Monaco,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-06,Williamsmouth,Vermont,East
ORD-1321,3,13-07-2026,20-07-2026,Same Day,Delivered,Bank Transfer,3,0.1,373.41,CUST-0061,Elizabeth Johnson,lisa39@example.org,6658180170,65676 Miller Shore,Elliottside,New Jersey,71188,United States,Corporate,31-03-2021,PROD-0003,Pinecrest Laptop 887,Electronics,Laptops,Argon,138.3,17.45,Schroeder PLC,Tokelau,SP-003,Amber Kim,acosta@macias-bell.biz,South,Kevin Thompson,12-03-2019,ST-05,West Richard,South Carolina,East
ORD-1322,2,04-11-2024,16-11-2024,Standard Class,Processing,PayPal,8,0,2752.96,CUST-0043,Emily Stokes,mmckee@example.com,+1-297-974-6886x23924,181 Miller Estates Suite 782,Karenmouth,Iowa,57841,United States,Corporate,15-01-2021,PROD-0045,Crestline Table 774,Furniture,Tables,Zenith,344.12,26.59,"Foster, Garcia and Turner",Burkina Faso,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-01,Rodriguezberg,Georgia,North
ORD-1323,1,04-06-2026,16-06-2026,Second Class,Processing,Bank Transfer,2,0.2,12.13,CUST-0040,Heather Jones,dhayes@example.com,511-799-8679x8079,207 Lisa Villages Suite 182,South Scottport,Louisiana,5631,United States,Consumer,27-10-2021,PROD-0018,Nova Table 268,Furniture,Tables,Meridian,7.58,15.68,"Yu, Banks and Thompson",Monaco,SP-014,Andrea Hughes,rarnold@ellis.org,West,Tiffany Fry,09-02-2022,ST-08,Andrewport,Maryland,Central
ORD-1324,2,22-10-2024,01-11-2024,Second Class,Cancelled,Bank Transfer,2,0,15.16,CUST-0042,Susan Davis DDS,andrew42@example.org,473-832-2141x88805,29270 Diaz Stravenue,Lake Jacqueline,West Virginia,31634,United States,Home Office,06-06-2025,PROD-0018,Nova Table 268,Furniture,Tables,Meridian,7.58,15.68,"Yu, Banks and Thompson",Monaco,SP-012,Steven Klein,davidtodd@rush.com,South,Kevin Thompson,08-06-2023,ST-07,North Julie,Louisiana,South
ORD-1325,2,28-05-2025,06-06-2025,Same Day,Shipped,Store Credit,3,0,1765.29,CUST-0067,Jennifer Smith,amanda40@example.net,001-762-611-8233x984,56793 Kevin Views Apt. 016,Hopkinstown,Alabama,50211,United States,Corporate,20-06-2022,PROD-0056,Meridian Label 651,Office Supplies,Labels,Voltura,588.43,10.99,Oconnor Group,Somalia,SP-006,Matthew Lawson,gmoore@harris-lee.net,North,Tanya Buchanan,30-11-2022,ST-01,Rodriguezberg,Georgia,North
ORD-1326,1,03-09-2024,07-09-2024,Same Day,Delivered,PayPal,1,0,637.29,CUST-0073,Kimberly Little,rodriguezjohn@example.net,(529)509-6561x014,6798 Michael Burg Suite 146,Stephensstad,Vermont,11754,United States,Small Business,28-02-2021,PROD-0002,Meridian Kitchen 710,Appliances,Kitchen,Falcon,637.29,38.85,Guzman Inc,Malta,SP-003,Amber Kim,acosta@macias-bell.biz,South,Kevin Thompson,12-03-2019,ST-04,Armstrongfort,Arizona,West
ORD-1327,1,08-02-2025,17-02-2025,Standard Class,Shipped,PayPal,7,0.15,45.1,CUST-0026,Veronica Sanchez,patrickweeks@example.net,001-921-446-5840x4499,755 Gibson Islands Apt. 396,Williamview,Nebraska,31114,United States,Corporate,11-11-2024,PROD-0018,Nova Table 268,Furniture,Tables,Meridian,7.58,15.68,"Yu, Banks and Thompson",Monaco,SP-006,Matthew Lawson,gmoore@harris-lee.net,North,Tanya Buchanan,30-11-2022,ST-08,Andrewport,Maryland,Central
ORD-1328,2,18-03-2025,26-03-2025,First Class,Shipped,PayPal,10,0.1,456.48,CUST-0063,Wyatt Young,barbara53@example.com,(483)864-4089,56856 Hernandez Lane Apt. 873,Port Michelle,Arkansas,30037,United States,Corporate,01-02-2022,PROD-0039,Pinecrest Paper 282,Office Supplies,Paper,Pinecrest,50.72,23.9,Thompson PLC,Ghana,SP-008,Lori Castillo,johnsongeorge@rowland-wells.com,South,Kevin Thompson,07-06-2020,ST-03,Natalieview,Missouri,South
ORD-1329,3,29-12-2025,05-01-2026,Second Class,Shipped,Debit Card,1,0,1055.07,CUST-0089,Carl Stein,david70@example.org,001-566-470-6625,7209 Deborah Parks Suite 870,North Wendyborough,Tennessee,11998,United States,Home Office,24-12-2021,PROD-0006,Nova Accessorie 214,Electronics,Accessories,Argon,1055.07,33.28,Smith-Hardin,Cook Islands,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-01,Rodriguezberg,Georgia,North
ORD-1330,3,09-12-2025,18-12-2025,Standard Class,Cancelled,Debit Card,1,0.2,647.74,CUST-0087,Angela Davis,danafoster@example.net,001-706-723-4456,3132 Eric Expressway Suite 756,Haynesstad,New Jersey,16326,United States,Small Business,06-04-2023,PROD-0014,Meridian Fan 578,Appliances,Fans,Nova,809.67,39.37,Guzman Inc,Malta,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-07,North Julie,Louisiana,South
ORD-1331,2,13-02-2026,17-02-2026,First Class,Cancelled,Bank Transfer,5,0.1,1174.55,CUST-0083,Lori Mason,zhenderson@example.org,+1-788-892-4141x8328,6303 Sandy Crescent,North Sandra,Montana,59925,United States,Home Office,24-08-2023,PROD-0012,Voltura Paper 385,Office Supplies,Paper,Falcon,261.01,5.38,Peterson and Sons,Uruguay,SP-010,Dennis Hood,hernandezheather@miller.net,Central,Zachary Sanford,25-01-2021,ST-01,Rodriguezberg,Georgia,North
ORD-1332,3,26-09-2025,04-10-2025,Same Day,Returned,Credit Card,5,0.15,2823.11,CUST-0045,Brian Stein,chenbailey@example.net,(446)309-5396,88888 Peter Mountains Apt. 654,South Danielle,South Carolina,98453,United States,Consumer,30-08-2020,PROD-0030,Pinecrest Binder 265,Office Supplies,Binders,Falcon,664.26,17.16,Schroeder PLC,Tokelau,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-04,Armstrongfort,Arizona,West
ORD-1333,2,18-09-2025,27-09-2025,First Class,Delivered,Bank Transfer,10,0.1,3848.85,CUST-0001,Brian Yang,garzaanthony@example.org,538.990.8386,26542 Susan Junction Apt. 161,North Judithbury,Iowa,47553,United States,Consumer,26-10-2024,PROD-0033,Voltura Accessorie 782,Electronics,Accessories,Zenith,427.65,22.44,Meza-Elliott,Mongolia,SP-011,Crystal Brown,acardenas@mcdaniel.com,South,Kevin Thompson,10-06-2021,ST-06,Williamsmouth,Vermont,East
ORD-1334,3,16-07-2026,21-07-2026,First Class,Shipped,Debit Card,5,0.15,3166.93,CUST-0009,Daniel Baker,nicole35@example.com,(378)449-8084,18244 Jennifer Ford Suite 874,North Stephenshire,Connecticut,7159,United States,Small Business,16-01-2021,PROD-0022,Voltura Table 692,Furniture,Tables,Nova,745.16,16.83,Thompson PLC,Ghana,SP-005,Christopher Bennett,paynerachael@morgan.info,North,Tanya Buchanan,23-10-2022,ST-06,Williamsmouth,Vermont,East
ORD-1335,2,03-12-2025,13-12-2025,Second Class,Delivered,Bank Transfer,7,0.15,386.81,CUST-0067,Jennifer Smith,amanda40@example.net,001-762-611-8233x984,56793 Kevin Views Apt. 016,Hopkinstown,Alabama,50211,United States,Corporate,20-06-2022,PROD-0049,Crestline Monitor 923,Electronics,Monitors,Falcon,65.01,10.04,Meza-Elliott,Mongolia,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-01,Rodriguezberg,Georgia,North
ORD-1336,3,05-04-2025,12-04-2025,Second Class,Processing,Debit Card,1,0.1,183.37,CUST-0038,Jeffrey Anderson MD,vincentwhitaker@example.com,860-860-7159,1605 Laurie River Suite 516,Keithville,Alabama,14376,United States,Consumer,19-10-2021,PROD-0017,Nova Kitchen 195,Appliances,Kitchen,Voltura,203.74,19.48,Kelly-Combs,Tanzania,SP-007,Deborah Campbell,codylong@larsen.biz,South,Kevin Thompson,09-02-2019,ST-07,North Julie,Louisiana,South
ORD-1337,2,18-08-2025,29-08-2025,Second Class,Returned,Debit Card,6,0.1,5203.82,CUST-0088,Ann Aguirre,margaret90@example.org,521-335-6804x42067,21003 James Locks Suite 199,South Kyle,Kentucky,34425,United States,Small Business,03-03-2025,PROD-0035,Argon Kitchen 901,Appliances,Kitchen,Meridian,963.67,34.58,"Wolfe, Sloan and Johnson",Reunion,SP-011,Crystal Brown,acardenas@mcdaniel.com,South,Kevin Thompson,10-06-2021,ST-08,Andrewport,Maryland,Central
ORD-1338,3,26-12-2025,07-01-2026,Second Class,Processing,Credit Card,5,0.15,456.28,CUST-0038,Jeffrey Anderson MD,vincentwhitaker@example.com,860-860-7159,1605 Laurie River Suite 516,Keithville,Alabama,14376,United States,Consumer,19-10-2021,PROD-0007,Voltura Binder 999,Office Supplies,Binders,Zenith,107.36,19.49,Kelly-Combs,Tanzania,SP-008,Lori Castillo,johnsongeorge@rowland-wells.com,South,Kevin Thompson,07-06-2020,ST-03,Natalieview,Missouri,South
ORD-1339,2,09-10-2024,16-10-2024,First Class,Cancelled,Credit Card,6,0,2867.76,CUST-0029,Megan Moore,llandry@example.com,+1-664-674-3671x3695,640 Renee Summit,Stevetown,New Jersey,65608,United States,Consumer,29-09-2024,PROD-0023,Argon Storage 344,Office Supplies,Storage,Pinecrest,477.96,26.9,Meza-Elliott,Mongolia,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-05,West Richard,South Carolina,East
ORD-1340,1,27-11-2025,05-12-2025,Same Day,Returned,PayPal,4,0.1,2202.05,CUST-0061,Elizabeth Johnson,lisa39@example.org,6658180170,65676 Miller Shore,Elliottside,New Jersey,71188,United States,Corporate,31-03-2021,PROD-0004,Pinecrest Kitchen 612,Appliances,Kitchen,Crestline,611.68,4.35,Yu-Brooks,Western Sahara,SP-014,Andrea Hughes,rarnold@ellis.org,West,Tiffany Fry,09-02-2022,ST-02,North Annaville,Maine,Central
ORD-1341,2,29-01-2025,01-02-2025,Same Day,Shipped,PayPal,4,0,2446.72,CUST-0053,Johnny Khan,amitchell@example.org,(624)356-5060x98358,784 David Court Suite 558,East Brandy,Arkansas,48421,United States,Small Business,10-05-2024,PROD-0004,Pinecrest Kitchen 612,Appliances,Kitchen,Crestline,611.68,4.35,Yu-Brooks,Western Sahara,SP-014,Andrea Hughes,rarnold@ellis.org,West,Tiffany Fry,09-02-2022,ST-03,Natalieview,Missouri,South
ORD-1342,3,10-04-2025,16-04-2025,Standard Class,Delivered,Bank Transfer,3,0,3420.9,CUST-0024,Alicia Hubbard,barbara27@example.net,+1-374-429-6717x5655,7468 Shawn Island Suite 516,Lake Mary,Oregon,67950,United States,Home Office,15-09-2024,PROD-0050,Falcon Monitor 783,Electronics,Monitors,Argon,1140.3,35.67,"Wolfe, Sloan and Johnson",Reunion,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-08,Andrewport,Maryland,Central
ORD-1343,1,08-12-2025,18-12-2025,Second Class,Returned,Bank Transfer,3,0.05,2307.56,CUST-0036,Dr. Gregory Hawkins,farmeraudrey@example.com,-10780,0229 Jones Streets Apt. 183,New Williamberg,Texas,49809,United States,Consumer,06-09-2022,PROD-0014,Meridian Fan 578,Appliances,Fans,Nova,809.67,39.37,Guzman Inc,Malta,SP-013,Jay Mcneil,oharris@flowers.com,South,Kevin Thompson,18-01-2024,ST-03,Natalieview,Missouri,South
ORD-1344,1,09-05-2025,17-05-2025,Second Class,Processing,Credit Card,7,0,1738.1,CUST-0082,Bradley Tran,kimberly04@example.org,398.236.4037x61379,2696 Payne Extensions Suite 109,Edwardsberg,Kansas,9352,United States,Corporate,26-08-2020,PROD-0028,Voltura Bookcase 834,Furniture,Bookcases,Argon,248.3,25.41,Copeland Group,Mauritius,SP-007,Deborah Campbell,codylong@larsen.biz,South,Kevin Thompson,09-02-2019,ST-07,North Julie,Louisiana,South
ORD-1345,3,06-04-2026,07-04-2026,Second Class,Shipped,PayPal,1,0.15,55.26,CUST-0042,Susan Davis DDS,andrew42@example.org,473-832-2141x88805,29270 Diaz Stravenue,Lake Jacqueline,West Virginia,31634,United States,Home Office,06-06-2025,PROD-0049,Crestline Monitor 923,Electronics,Monitors,Falcon,65.01,10.04,Meza-Elliott,Mongolia,SP-014,Andrea Hughes,rarnold@ellis.org,West,Tiffany Fry,09-02-2022,ST-04,Armstrongfort,Arizona,West
ORD-1346,1,13-09-2025,22-09-2025,Standard Class,Delivered,PayPal,10,0,4818,CUST-0040,Heather Jones,dhayes@example.com,511-799-8679x8079,207 Lisa Villages Suite 182,South Scottport,Louisiana,5631,United States,Consumer,27-10-2021,PROD-0009,Voltura Vacuum 830,Appliances,Vacuums,Pinecrest,481.8,26.9,"Yu, Banks and Thompson",Monaco,SP-002,Mark Mccarty,sean43@steele.com,East,Michael Anderson,22-04-2023,ST-07,North Julie,Louisiana,South
ORD-1347,2,24-07-2026,31-07-2026,First Class,Shipped,Debit Card,3,0,1992.78,CUST-0038,Jeffrey Anderson MD,vincentwhitaker@example.com,860-860-7159,1605 Laurie River Suite 516,Keithville,Alabama,14376,United States,Consumer,19-10-2021,PROD-0030,Pinecrest Binder 265,Office Supplies,Binders,Falcon,664.26,17.16,Schroeder PLC,Tokelau,SP-012,Steven Klein,davidtodd@rush.com,South,Kevin Thompson,08-06-2023,ST-06,Williamsmouth,Vermont,East
ORD-1348,3,09-09-2024,21-09-2024,Standard Class,Returned,Store Credit,3,0,1911.87,CUST-0052,Justin Flores,cmartinez@example.org,(710)746-9632,78774 Johnson Lock,Theresaberg,Wisconsin,66750,United States,Home Office,13-11-2022,PROD-0002,Meridian Kitchen 710,Appliances,Kitchen,Falcon,637.29,38.85,Guzman Inc,Malta,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-04,Armstrongfort,Arizona,West
ORD-1349,3,14-11-2025,21-11-2025,Standard Class,Returned,Credit Card,5,0.2,1286.96,CUST-0022,Rachel Perez,chayes@example.com,001-564-699-0913,32812 Ricky Spurs,North Angela,Nebraska,78333,United States,Corporate,07-12-2022,PROD-0008,Falcon Phone 662,Electronics,Phones,Crestline,321.74,34.91,"Wolfe, Sloan and Johnson",Reunion,SP-006,Matthew Lawson,gmoore@harris-lee.net,North,Tanya Buchanan,30-11-2022,ST-01,Rodriguezberg,Georgia,North
ORD-1350,2,23-11-2024,24-11-2024,Same Day,Delivered,Store Credit,2,0.05,203.98,CUST-0085,James Hernandez,tranrobin@example.net,+1-263-453-6541x9518,061 Cline Trail,Port Michellebury,Arizona,41224,United States,Corporate,21-03-2022,PROD-0007,Voltura Binder 999,Office Supplies,Binders,Zenith,107.36,19.49,Kelly-Combs,Tanzania,SP-011,Crystal Brown,acardenas@mcdaniel.com,South,Kevin Thompson,10-06-2021,ST-01,Rodriguezberg,Georgia,North
ORD-1351,2,13-04-2026,17-04-2026,Standard Class,Returned,PayPal,1,0,1002.34,CUST-0033,Daniel Fowler,williamsmatthew@example.org,001-431-283-9335,28421 David Knolls Apt. 950,Jamesville,New Jersey,23339,United States,Home Office,28-11-2021,PROD-0031,Crestline Laptop 658,Electronics,Laptops,Nova,1002.34,23.34,Thompson PLC,Ghana,SP-012,Steven Klein,davidtodd@rush.com,South,Kevin Thompson,08-06-2023,ST-03,Natalieview,Missouri,South
ORD-1352,3,15-04-2026,22-04-2026,Standard Class,Processing,Credit Card,2,0.1,91.3,CUST-0080,William Patterson,nicoleturner@example.com,554-815-2064,103 Miller Ramp,Smithburgh,New Hampshire,30148,United States,Small Business,07-03-2023,PROD-0039,Pinecrest Paper 282,Office Supplies,Paper,Pinecrest,50.72,23.9,Thompson PLC,Ghana,SP-012,Steven Klein,davidtodd@rush.com,South,Kevin Thompson,08-06-2023,ST-03,Natalieview,Missouri,South
ORD-1353,2,28-04-2026,03-05-2026,Same Day,Processing,Debit Card,9,0,9713.52,CUST-0014,Angel Riggs,gibsonolivia@example.net,567.463.2016,83172 Contreras Points Suite 798,Lake Lance,Illinois,56434,United States,Corporate,25-09-2024,PROD-0032,Nova Table 415,Furniture,Tables,Argon,1079.28,31.87,"Wolfe, Sloan and Johnson",Reunion,SP-004,Sean Curtis,franciscojones@phillips.com,North,Tanya Buchanan,17-04-2024,ST-04,Armstrongfort,Arizona,West
ORD-1354,1,24-09-2024,06-10-2024,Standard Class,Delivered,Credit Card,8,0,8248.16,CUST-0006,Michael Lewis,jenniferkhan@example.net,337.263.1165x6670,513 James Mission Apt. 624,North Micheleland,North Carolina,61138,United States,Corporate,31-10-2021,PROD-0036,Zenith Bookcase 491,Furniture,Bookcases,Nova,1031.02,8.98,"Wolfe, Sloan and Johnson",Reunion,SP-008,Lori Castillo,johnsongeorge@rowland-wells.com,South,Kevin Thompson,07-06-2020,ST-04,Armstrongfort,Arizona,West
